date,inflation_yoy,rate_change,bond_yield_change,vix_ma
2022-09-01,1.9215286139210614,0.6709104056321518,2.2163015448584575,1.6394820376831076
2022-11-01,2.063020758658933,4.3677636611562525,1.281941703012565,1.776443088986129
2022-12-01,1.779406558573618,1.0069879743161605,-1.1100194921129205,1.8485043030408725
2023-02-01,1.7452981986702727,1.567117255456179,0.38495625484050733,1.882856470049197
2023-03-01,1.4600874176287195,0.11078112449213667,-0.43728040598387724,1.9558128428656714
2023-05-01,1.3869271992970267,1.3430655430001677,-0.4372804059838789,1.9357833974564906
2023-06-01,0.9737337450765822,-0.11327058796386805,0.5718282232096868,1.9032215799854117
2023-08-01,0.8081996730429636,0.7455943097841539,1.4688136713817428,1.9214606758573467
2023-09-01,0.8393970712545608,-0.18795449211587184,0.6839514042311933,1.4294526933741507
2023-11-01,0.11506468367742094,-0.18795449211587184,0.34758186116667245,1.2020794653112967
2023-12-01,0.19300845395459693,-0.18795449211587184,-1.894881759263472,1.0275212658087975
2024-02-01,0.44089247966930023,-0.18795449211587184,0.6092026168835235,0.8625861323753391
2024-03-01,0.4480144473598415,-0.18795449211587184,-0.10091086291935643,0.7170090512694249
2024-04-01,0.2203881680537328,-0.18795449211587184,1.132444128317222,0.570984385447015
2024-05-01,0.23288501990676122,-0.18795449211587184,-0.3251572249623692,0.5107841823863178
2024-07-01,-0.04751971397541345,-0.18795449211587184,-0.9605219174175793,0.30914708085763465
2024-08-01,-0.03475605270461373,-0.18795449211587184,-1.5211378225251129,0.25588444623826156
2024-10-01,-0.03539208719386203,-2.0550520959159235,0.7587001915788631,0.27748043281954954
2024-11-01,-0.012976051919656393,-0.8974515815598929,0.8708233726003745,0.3220151494603516
