Date,SP500,NIFTY,GOLD,CRUDE
2010-02-16,77.01000213623047,1119.300048828125,1094.8699951171875,4855.75
2010-02-17,77.33000183105469,1119.5,1099.510009765625,4914.0
2010-02-18,79.05999755859375,1118.0,1106.75,4887.75
2010-02-19,79.80999755859375,1121.300048828125,1109.1700439453125,4844.89990234375
2010-02-22,80.16000366210938,1112.5999755859375,1108.010009765625,4856.39990234375
2010-02-23,78.86000061035156,1102.699951171875,1094.5999755859375,4870.0498046875
2010-02-24,80.0,1096.5,1105.239990234375,4858.60009765625
2010-02-25,78.16999816894531,1107.800048828125,1102.93994140625,4859.75
2010-02-26,79.66000366210938,1118.300048828125,1104.489990234375,4922.2998046875
2010-03-01,78.69999694824219,1117.800048828125,1115.7099609375,
2010-03-02,79.68000030517578,1136.9000244140625,1118.31005859375,5017.0
2010-03-03,80.87000274658203,1142.699951171875,1118.7900390625,5088.10009765625
2010-03-04,80.20999908447266,1132.5999755859375,1122.969970703125,5080.25
2010-03-05,81.5,1134.800048828125,1138.699951171875,5088.7001953125
2010-03-08,81.87000274658203,1123.5999755859375,1138.5,5124.0
2010-03-09,81.48999786376953,1122.0,1140.449951171875,5101.5
2010-03-10,82.08999633789062,1107.800048828125,1145.6099853515625,5116.25
2010-03-11,82.11000061035156,1108.0,1150.239990234375,5133.39990234375
2010-03-12,81.23999786376953,1101.5,1149.989990234375,5137.0
2010-03-15,79.80000305175781,1105.0999755859375,1150.510009765625,5128.89990234375
2010-03-16,81.69999694824219,1122.199951171875,1159.4599609375,5198.10009765625
2010-03-17,82.93000030517578,1124.0,1166.2099609375,5231.89990234375
2010-03-18,82.19999694824219,1127.4000244140625,1165.8299560546875,5245.89990234375
2010-03-19,80.68000030517578,1107.4000244140625,1159.9000244140625,5262.7998046875
2010-03-22,81.25,1099.300048828125,1165.81005859375,5205.2001953125
2010-03-23,81.91000366210938,1103.5,1174.1700439453125,5225.2998046875
2010-03-24,80.61000061035156,1088.5999755859375,1167.719970703125,
2010-03-25,80.52999877929688,1092.699951171875,1165.72998046875,5260.39990234375
2010-03-26,80.0,1104.199951171875,1166.5899658203125,5282.0
2010-03-29,82.16999816894531,1110.300048828125,1173.219970703125,5302.85009765625
2010-03-30,82.37000274658203,1104.5,1173.27001953125,5262.4501953125
2010-03-31,83.76000213623047,1113.300048828125,1169.4300537109375,5249.10009765625
2010-04-01,84.87000274658203,1125.0999755859375,1178.0999755859375,5290.5
2010-04-05,86.62000274658203,1132.9000244140625,1187.43994140625,5368.39990234375
2010-04-06,86.83999633789062,1135.0999755859375,1189.43994140625,5366.0
2010-04-07,85.87999725341797,1152.300048828125,1182.449951171875,5374.64990234375
2010-04-08,85.38999938964844,1152.199951171875,1186.43994140625,5304.4501953125
2010-04-09,84.91999816894531,1161.0999755859375,1194.3699951171875,5361.75
2010-04-12,84.33999633789062,1161.5999755859375,1196.47998046875,5339.7001953125
2010-04-13,84.05000305175781,1152.800048828125,1197.300048828125,5322.9501953125
2010-04-14,85.83999633789062,1159.0,1210.6500244140625,
2010-04-15,85.51000213623047,1159.699951171875,1211.6700439453125,5273.60009765625
2010-04-16,83.23999786376953,1136.300048828125,1192.1300048828125,5262.60009765625
2010-04-19,81.44999694824219,1135.199951171875,1197.52001953125,5203.64990234375
2010-04-20,83.44999694824219,1138.5999755859375,1207.1700439453125,5230.10009765625
2010-04-21,83.68000030517578,1148.199951171875,1205.93994140625,5244.89990234375
2010-04-22,83.69999694824219,1142.300048828125,1208.6700439453125,5269.35009765625
2010-04-23,85.12000274658203,1153.0999755859375,1217.280029296875,5304.10009765625
2010-04-26,84.19999694824219,1153.5,1212.050048828125,5322.4501953125
2010-04-27,82.44000244140625,1161.699951171875,1183.7099609375,5308.35009765625
2010-04-28,83.22000122070312,1171.300048828125,1191.3599853515625,5215.4501953125
2010-04-29,85.16999816894531,1168.4000244140625,1206.780029296875,5254.14990234375
2010-04-30,86.1500015258789,1180.0999755859375,1186.68994140625,5278.0
2010-05-03,86.19000244140625,1182.699951171875,1202.260009765625,5222.75
2010-05-04,82.73999786376953,1168.5999755859375,1173.5999755859375,5148.5
2010-05-05,79.97000122070312,1174.5999755859375,1165.8699951171875,5124.89990234375
2010-05-06,77.11000061035156,1196.9000244140625,1128.1500244140625,5090.85009765625
2010-05-07,75.11000061035156,1210.0,1110.8800048828125,5018.0498046875
2010-05-10,76.80000305175781,1200.4000244140625,1159.72998046875,5193.60009765625
2010-05-11,76.37000274658203,1219.9000244140625,1155.7900390625,5136.14990234375
2010-05-12,75.6500015258789,1242.699951171875,1171.6700439453125,5156.64990234375
2010-05-13,74.4000015258789,1228.800048828125,1157.43994140625,5178.89990234375
2010-05-14,71.61000061035156,1227.4000244140625,1135.6800537109375,5093.5
2010-05-17,70.08000183105469,1227.699951171875,1136.93994140625,5059.89990234375
2010-05-18,69.41000366210938,1214.300048828125,1120.800048828125,5066.2001953125
2010-05-19,69.87000274658203,1192.5999755859375,1115.050048828125,4919.64990234375
2010-05-20,68.01000213623047,1187.800048828125,1071.5899658203125,4947.60009765625
2010-05-21,70.04000091552734,1175.699951171875,1087.68994140625,4931.14990234375
2010-05-24,70.20999908447266,1193.800048828125,1073.6500244140625,4943.9501953125
2010-05-25,68.75,1197.800048828125,1074.030029296875,4806.75
2010-05-26,71.51000213623047,1213.300048828125,1067.949951171875,4917.39990234375
2010-05-27,74.55000305175781,1211.9000244140625,1103.06005859375,5003.10009765625
2010-05-28,73.97000122070312,1212.199951171875,1089.4100341796875,5066.5498046875
2010-05-31,,,,5086.2998046875
2010-06-01,72.58000183105469,1224.800048828125,1070.7099609375,4970.2001953125
2010-06-02,72.86000061035156,1220.5999755859375,1098.3800048828125,5019.85009765625
2010-06-03,74.61000061035156,1208.300048828125,1102.8299560546875,5110.5
2010-06-04,71.51000213623047,1216.199951171875,1064.8800048828125,5135.5
2010-06-07,71.44000244140625,1239.300048828125,1050.469970703125,5034.0
2010-06-08,71.98999786376953,1244.0,1062.0,4987.10009765625
2010-06-09,74.37999725341797,1228.5,1055.68994140625,5000.2998046875
2010-06-10,75.4800033569336,1220.800048828125,1086.8399658203125,5078.60009765625
2010-06-11,73.77999877929688,1228.9000244140625,1091.5999755859375,5119.35009765625
2010-06-14,75.12000274658203,1223.300048828125,1089.6300048828125,5197.7001953125
2010-06-15,76.94000244140625,1233.199951171875,1115.22998046875,5222.35009765625
2010-06-16,77.66999816894531,1229.300048828125,1114.6099853515625,5233.35009765625
2010-06-17,76.79000091552734,1247.5,1116.0400390625,5274.85009765625
2010-06-18,77.18000030517578,1257.199951171875,1117.510009765625,5262.60009765625
2010-06-21,77.81999969482422,1239.699951171875,1113.199951171875,5353.2998046875
2010-06-22,77.20999908447266,1239.9000244140625,1095.31005859375,5316.5498046875
2010-06-23,76.3499984741211,1234.0999755859375,1092.0400390625,5323.14990234375
2010-06-24,76.51000213623047,1245.5,1073.68994140625,5320.60009765625
2010-06-25,78.86000061035156,1255.800048828125,1076.760009765625,5269.0498046875
2010-06-28,78.25,1238.199951171875,1074.5699462890625,5333.5
2010-06-29,75.94000244140625,1242.0,1041.239990234375,5256.14990234375
2010-06-30,75.62999725341797,1245.5,1030.7099609375,5312.5
2010-07-01,72.94999694824219,1206.300048828125,1027.3699951171875,5251.39990234375
2010-07-02,72.13999938964844,1207.4000244140625,1022.5800170898438,5237.10009765625
2010-07-05,,,,5235.89990234375
2010-07-06,71.9800033569336,1194.800048828125,1028.06005859375,5289.0498046875
2010-07-07,74.06999969482422,1198.5999755859375,1060.27001953125,5241.10009765625
2010-07-08,75.44000244140625,1195.800048828125,1070.25,5296.85009765625
2010-07-09,76.08999633789062,1209.5999755859375,1077.9599609375,5352.4501953125
2010-07-12,74.94999694824219,1198.5,1078.75,5383.0
2010-07-13,77.1500015258789,1213.300048828125,1095.3399658203125,5400.64990234375
2010-07-14,77.04000091552734,1206.800048828125,1095.1700439453125,5386.14990234375
2010-07-15,76.62000274658203,1208.0999755859375,1096.47998046875,5378.75
2010-07-16,76.01000213623047,1188.0,1064.8800048828125,5393.89990234375
2010-07-19,76.54000091552734,1181.699951171875,1071.25,5386.4501953125
2010-07-20,77.44000244140625,1191.5,1083.47998046875,5368.0
2010-07-21,76.55999755859375,1191.5999755859375,1069.5899658203125,5399.35009765625
2010-07-22,79.30000305175781,1195.5,1093.6700439453125,5441.9501953125
2010-07-23,78.9800033569336,1187.699951171875,1102.6600341796875,5449.10009765625
2010-07-26,78.9800033569336,1183.0,1115.010009765625,5418.60009765625
2010-07-27,77.5,1158.0,1113.8399658203125,5430.60009765625
2010-07-28,76.98999786376953,1160.4000244140625,1106.1300048828125,5397.5498046875
2010-07-29,78.36000061035156,1168.4000244140625,1101.530029296875,5408.89990234375
2010-07-30,78.94999694824219,1181.699951171875,1101.5999755859375,5367.60009765625
2010-08-02,81.33999633789062,1183.4000244140625,1125.8599853515625,5431.64990234375
2010-08-03,82.55000305175781,1185.199951171875,1120.4599609375,5439.5498046875
2010-08-04,82.47000122070312,1193.699951171875,1127.239990234375,5467.85009765625
2010-08-05,82.01000213623047,1197.199951171875,1125.81005859375,5447.10009765625
2010-08-06,80.69999694824219,1203.4000244140625,1121.6400146484375,5439.25
2010-08-09,81.4800033569336,1200.699951171875,1127.7900390625,5486.14990234375
2010-08-10,80.25,1196.199951171875,1121.06005859375,5460.7001953125
2010-08-11,78.0199966430664,1197.5,1089.469970703125,5420.60009765625
2010-08-12,75.73999786376953,1214.800048828125,1083.6099853515625,5416.4501953125
2010-08-13,75.38999938964844,1214.9000244140625,1079.25,5452.10009765625
2010-08-16,75.23999786376953,1224.5,1079.3800048828125,5418.2998046875
2010-08-17,75.7699966430664,1226.5999755859375,1092.5400390625,5414.14990234375
2010-08-18,75.41999816894531,1229.699951171875,1094.1600341796875,5479.14990234375
2010-08-19,74.43000030517578,1233.800048828125,1075.6300048828125,5540.2001953125
2010-08-20,73.45999908447266,1227.199951171875,1071.68994140625,5530.64990234375
2010-08-23,73.0999984741211,1226.9000244140625,1067.3599853515625,5543.5
2010-08-24,71.62999725341797,1231.800048828125,1051.8699951171875,5505.10009765625
2010-08-25,72.5199966430664,1239.5,1055.3299560546875,5462.35009765625
2010-08-26,73.36000061035156,1235.4000244140625,1047.219970703125,5477.89990234375
2010-08-27,75.16999816894531,1236.0,1064.5899658203125,5408.7001953125
2010-08-30,74.69999694824219,1237.0999755859375,1048.9200439453125,5415.4501953125
2010-08-31,71.91999816894531,1248.300048828125,1049.3299560546875,5402.39990234375
2010-09-01,73.91000366210938,1246.300048828125,1080.2900390625,5471.85009765625
2010-09-02,75.0199966430664,1251.5,1090.0999755859375,5486.14990234375
2010-09-03,74.5999984741211,1249.199951171875,1104.510009765625,5479.39990234375
2010-09-06,,,,5576.9501953125
2010-09-07,74.08999633789062,1257.300048828125,1091.8399658203125,5604.0
2010-09-08,74.66999816894531,1255.5999755859375,1098.8699951171875,5607.85009765625
2010-09-09,74.25,1248.9000244140625,1104.1800537109375,5640.0498046875
2010-09-10,76.44999694824219,1244.5,1109.550048828125,
2010-09-13,77.19000244140625,1245.0999755859375,1121.9000244140625,5760.0
2010-09-14,76.80000305175781,1269.699951171875,1121.0999755859375,5795.5498046875
2010-09-15,76.0199966430664,1266.699951171875,1125.0699462890625,5860.9501953125
2010-09-16,74.56999969482422,1271.9000244140625,1124.6600341796875,5828.7001953125
2010-09-17,73.66000366210938,1275.5999755859375,1125.5899658203125,5884.9501953125
2010-09-20,74.86000061035156,1279.0,1142.7099609375,5980.4501953125
2010-09-21,73.5199966430664,1272.4000244140625,1139.780029296875,6009.0498046875
2010-09-22,74.70999908447266,1290.199951171875,1134.280029296875,5991.0
2010-09-23,75.18000030517578,1294.300048828125,1124.8299560546875,5959.5498046875
2010-09-24,76.48999786376953,1296.0,1148.6700439453125,6018.2998046875
2010-09-27,76.5199966430664,1296.699951171875,1142.1600341796875,6035.64990234375
2010-09-28,76.18000030517578,1306.5999755859375,1147.699951171875,6029.5
2010-09-29,77.86000061035156,1308.5,1144.72998046875,5991.2998046875
2010-09-30,79.97000122070312,1307.800048828125,1141.199951171875,6029.9501953125
2010-10-01,81.58000183105469,1316.0999755859375,1146.239990234375,6143.39990234375
2010-10-04,81.47000122070312,1315.4000244140625,1137.030029296875,6159.4501953125
2010-10-05,82.81999969482422,1338.9000244140625,1160.75,6145.7998046875
2010-10-06,83.2300033569336,1346.4000244140625,1159.969970703125,6186.4501953125
2010-10-07,81.66999816894531,1333.9000244140625,1158.06005859375,6120.2998046875
2010-10-08,82.66000366210938,1344.199951171875,1165.1500244140625,6103.4501953125
2010-10-11,82.20999908447266,1353.300048828125,1165.3199462890625,6135.85009765625
2010-10-12,81.66999816894531,1345.699951171875,1169.77001953125,6090.89990234375
2010-10-13,83.01000213623047,1369.5,1178.0999755859375,6233.89990234375
2010-10-14,82.69000244140625,1376.699951171875,1173.81005859375,6177.35009765625
2010-10-15,81.25,1371.0999755859375,1176.18994140625,6062.64990234375
2010-10-18,83.08000183105469,1371.199951171875,1184.7099609375,6075.9501953125
2010-10-19,79.48999786376953,1335.0999755859375,1165.9000244140625,6027.2998046875
2010-10-20,81.7699966430664,1343.300048828125,1178.1700439453125,5982.10009765625
2010-10-21,80.55999755859375,1324.699951171875,1180.260009765625,6101.5
2010-10-22,81.69000244140625,1324.4000244140625,1183.0799560546875,6066.0498046875
2010-10-25,82.5199966430664,1338.300048828125,1185.6199951171875,6105.7998046875
2010-10-26,82.55000305175781,1338.0,1185.6400146484375,6082.0
2010-10-27,81.94000244140625,1322.199951171875,1182.449951171875,6012.64990234375
2010-10-28,82.18000030517578,1342.0999755859375,1183.780029296875,5987.7001953125
2010-10-29,81.43000030517578,1357.0999755859375,1183.260009765625,6017.7001953125
2010-11-01,82.94999694824219,1350.199951171875,1184.3800048828125,6117.5498046875
2010-11-02,83.9000015258789,1356.4000244140625,1193.5699462890625,6119.0
2010-11-03,84.69000244140625,1337.0999755859375,1197.9599609375,6160.5
2010-11-04,86.48999786376953,1382.699951171875,1221.06005859375,6281.7998046875
2010-11-05,86.8499984741211,1397.300048828125,1225.8499755859375,
2010-11-08,87.05999755859375,1402.800048828125,1223.25,6273.2001953125
2010-11-09,86.72000122070312,1409.800048828125,1213.4000244140625,6301.5498046875
2010-11-10,87.80999755859375,1399.0999755859375,1218.7099609375,6275.7001953125
2010-11-11,87.80999755859375,1403.0999755859375,1213.5400390625,6194.25
2010-11-12,84.87999725341797,1365.4000244140625,1199.2099609375,6071.64990234375
2010-11-15,84.86000061035156,1368.4000244140625,1197.75,6121.60009765625
2010-11-16,82.33999633789062,1338.300048828125,1178.3399658203125,5988.7001953125
2010-11-17,80.44000244140625,1336.800048828125,1178.5899658203125,
2010-11-18,81.8499984741211,1352.9000244140625,1196.68994140625,5998.7998046875
2010-11-19,81.51000213623047,1352.199951171875,1199.72998046875,5890.2998046875
2010-11-22,81.73999786376953,1357.699951171875,1197.8399658203125,6010.0
2010-11-23,81.25,1377.5,1180.72998046875,5934.75
2010-11-24,83.86000061035156,1372.9000244140625,1198.3499755859375,5865.75
2010-11-25,,,,5799.75
2010-11-26,83.76000213623047,1362.300048828125,1189.4000244140625,5751.9501953125
2010-11-29,85.7300033569336,1366.0,1187.760009765625,5830.0
2010-11-30,84.11000061035156,1385.0,1180.550048828125,5862.7001953125
2010-12-01,86.75,1387.300048828125,1206.0699462890625,5960.89990234375
2010-12-02,88.0,1388.5,1221.530029296875,6011.7001953125
2010-12-03,89.19000244140625,1405.4000244140625,1224.7099609375,5992.7998046875
2010-12-06,89.37999725341797,1415.300048828125,1223.1199951171875,5992.25
2010-12-07,88.69000244140625,1408.300048828125,1223.75,5976.5498046875
2010-12-08,88.27999877929688,1382.5,1228.280029296875,5903.7001953125
2010-12-09,88.37000274658203,1392.0999755859375,1233.0,5766.5
2010-12-10,87.79000091552734,1384.300048828125,1240.4000244140625,5857.35009765625
2010-12-13,88.61000061035156,1397.300048828125,1240.4599609375,5907.64990234375
2010-12-14,88.27999877929688,1403.5999755859375,1241.5899658203125,5944.10009765625
2010-12-15,88.62000274658203,1385.5,1235.22998046875,5892.2998046875
2010-12-16,87.69999694824219,1370.4000244140625,1242.8699951171875,5948.75
2010-12-17,88.0199966430664,1378.5999755859375,1243.9100341796875,
2010-12-20,88.80999755859375,1385.5,1247.0799560546875,5947.0498046875
2010-12-21,89.81999969482422,1388.199951171875,1254.5999755859375,6000.64990234375
2010-12-22,90.4800033569336,1386.800048828125,1258.8399658203125,5984.39990234375
2010-12-23,91.51000213623047,1380.0,1256.77001953125,5980.0
2010-12-24,,,,6011.60009765625
2010-12-27,91.0,1382.4000244140625,1257.5400390625,5998.10009765625
2010-12-28,91.48999786376953,1405.199951171875,1258.510009765625,5996.0
2010-12-29,91.12000274658203,1413.0999755859375,1259.780029296875,6060.35009765625
2010-12-30,89.83999633789062,1405.5999755859375,1257.8800048828125,6101.85009765625
2010-12-31,91.37999725341797,1421.0999755859375,1257.6400146484375,6134.5
2011-01-03,91.55000305175781,1422.5999755859375,1271.8699951171875,6157.60009765625
2011-01-04,89.37999725341797,1378.5,1270.199951171875,6146.35009765625
2011-01-05,90.30000305175781,1373.4000244140625,1276.56005859375,6079.7998046875
2011-01-06,88.37999725341797,1371.4000244140625,1273.8499755859375,6048.25
2011-01-07,88.02999877929688,1368.5,1271.5,5904.60009765625
2011-01-10,89.25,1373.699951171875,1269.75,5762.85009765625
2011-01-11,91.11000061035156,1384.0,1274.47998046875,5754.10009765625
2011-01-12,91.86000061035156,1385.699951171875,1285.9599609375,5863.25
2011-01-13,91.4000015258789,1386.9000244140625,1283.760009765625,5751.89990234375
2011-01-14,91.54000091552734,1360.4000244140625,1293.239990234375,5654.5498046875
2011-01-17,,,,5654.75
2011-01-18,91.37999725341797,1368.0999755859375,1295.02001953125,5724.0498046875
2011-01-19,90.86000061035156,1370.199951171875,1281.9200439453125,5691.0498046875
2011-01-20,88.86000061035156,1346.5,1280.260009765625,5711.60009765625
2011-01-21,89.11000061035156,1341.0,1283.3499755859375,5696.5
2011-01-24,87.87000274658203,1344.5,1290.8399658203125,5743.25
2011-01-25,86.19000244140625,1332.300048828125,1291.1800537109375,5687.39990234375
2011-01-26,87.33000183105469,1333.0,1296.6300048828125,
2011-01-27,85.63999938964844,1318.4000244140625,1299.5400390625,5604.2998046875
2011-01-28,89.33999633789062,1340.699951171875,1276.3399658203125,5512.14990234375
2011-01-31,92.19000244140625,1333.800048828125,1286.1199951171875,5505.89990234375
2011-02-01,90.7699966430664,1339.5999755859375,1307.5899658203125,5417.2001953125
2011-02-02,90.86000061035156,1331.5,1304.030029296875,5432.0
2011-02-03,90.54000091552734,1352.300048828125,1307.0999755859375,5526.75
2011-02-04,89.02999877929688,1348.300048828125,1310.8699951171875,5395.75
2011-02-07,87.4800033569336,1347.5999755859375,1319.050048828125,5396.0
2011-02-08,86.94000244140625,1363.4000244140625,1324.5699462890625,5312.5498046875
2011-02-09,86.70999908447266,1364.800048828125,1320.8800048828125,5253.5498046875
2011-02-10,86.7300033569336,1361.9000244140625,1321.8699951171875,5225.7998046875
2011-02-11,85.58000183105469,1359.9000244140625,1329.1500244140625,5310.0
2011-02-14,84.80999755859375,1364.5999755859375,1332.3199462890625,5456.0
2011-02-15,84.31999969482422,1373.5999755859375,1328.010009765625,5481.0
2011-02-16,84.98999786376953,1374.699951171875,1336.3199462890625,5481.7001953125
2011-02-17,86.36000061035156,1384.699951171875,1340.4300537109375,5546.4501953125
2011-02-18,86.19999694824219,1388.199951171875,1343.010009765625,5458.9501953125
2011-02-21,,,,5518.60009765625
2011-02-22,93.56999969482422,1400.5,1315.43994140625,5469.2001953125
2011-02-23,98.0999984741211,1413.4000244140625,1307.4000244140625,5437.35009765625
2011-02-24,97.27999877929688,1415.300048828125,1306.0999755859375,5262.7001953125
2011-02-25,97.87999725341797,1408.699951171875,1319.8800048828125,5303.5498046875
2011-02-28,96.97000122070312,1409.300048828125,1327.219970703125,5333.25
2011-03-01,99.62999725341797,1430.699951171875,1306.3299560546875,5522.2998046875
2011-03-02,102.2300033569336,1437.199951171875,1308.43994140625,
2011-03-03,101.91000366210938,1416.0,1330.969970703125,5536.2001953125
2011-03-04,104.41999816894531,1428.199951171875,1321.1500244140625,5538.75
2011-03-07,105.44000244140625,1434.0999755859375,1310.1300048828125,5463.14990234375
2011-03-08,105.0199966430664,1426.9000244140625,1321.8199462890625,5520.7998046875
2011-03-09,104.37999725341797,1429.300048828125,1320.02001953125,5531.0
2011-03-10,102.69999694824219,1412.199951171875,1295.1099853515625,5494.39990234375
2011-03-11,101.16000366210938,1421.5,1304.280029296875,5445.4501953125
2011-03-14,101.19000244140625,1424.5999755859375,1296.3900146484375,5531.5
2011-03-15,97.18000030517578,1392.5999755859375,1281.8699951171875,5449.64990234375
2011-03-16,97.9800033569336,1396.0,1256.8800048828125,5511.14990234375
2011-03-17,101.41999816894531,1404.0,1273.719970703125,5446.64990234375
2011-03-18,101.06999969482422,1415.9000244140625,1279.2099609375,5373.7001953125
2011-03-21,102.33000183105469,1426.199951171875,1298.3800048828125,5364.75
2011-03-22,104.0,1427.5,1293.77001953125,5413.85009765625
2011-03-23,105.75,1437.9000244140625,1297.5400390625,5480.25
2011-03-24,105.5999984741211,1434.800048828125,1309.6600341796875,5522.39990234375
2011-03-25,105.4000015258789,1426.0999755859375,1313.800048828125,5654.25
2011-03-28,103.9800033569336,1419.800048828125,1310.18994140625,5687.25
2011-03-29,104.79000091552734,1416.0,1319.43994140625,5736.35009765625
2011-03-30,104.2699966430664,1423.800048828125,1328.260009765625,5787.64990234375
2011-03-31,106.72000122070312,1438.9000244140625,1325.8299560546875,5833.75
2011-04-01,107.94000244140625,1428.0999755859375,1332.4100341796875,5826.0498046875
2011-04-04,108.47000122070312,1432.199951171875,1332.8699951171875,5908.4501953125
2011-04-05,108.33999633789062,1451.800048828125,1332.6300048828125,5910.0498046875
2011-04-06,108.83000183105469,1457.699951171875,1335.5400390625,5891.75
2011-04-07,110.30000305175781,1458.5,1333.510009765625,5885.7001953125
2011-04-08,112.79000091552734,1473.4000244140625,1328.1700439453125,5842.0
2011-04-11,109.91999816894531,1467.4000244140625,1324.4599609375,5785.7001953125
2011-04-12,106.25,1452.9000244140625,1314.1600341796875,
2011-04-13,107.11000061035156,1454.9000244140625,1314.4100341796875,5911.5
2011-04-14,108.11000061035156,1471.699951171875,1314.52001953125,
2011-04-15,109.66000366210938,1485.300048828125,1319.6800537109375,5824.5498046875
2011-04-18,107.12000274658203,1492.300048828125,1305.1400146484375,5729.10009765625
2011-04-19,108.1500015258789,1494.5,1312.6199951171875,5740.75
2011-04-20,111.44999694824219,1498.300048828125,1330.3599853515625,5851.64990234375
2011-04-21,112.29000091552734,1503.199951171875,1337.3800048828125,5884.7001953125
2011-04-25,112.27999877929688,1508.5999755859375,1335.25,5874.5
2011-04-26,112.20999908447266,1503.0,1347.239990234375,5868.39990234375
2011-04-27,112.76000213623047,1516.699951171875,1355.6600341796875,5833.89990234375
2011-04-28,112.86000061035156,1530.800048828125,1360.47998046875,5785.4501953125
2011-04-29,113.93000030517578,1556.0,1363.6099853515625,5749.5
2011-05-02,113.5199966430664,1556.699951171875,1361.219970703125,5701.2998046875
2011-05-03,111.05000305175781,1540.0999755859375,1356.6199951171875,5565.25
2011-05-04,109.23999786376953,1514.9000244140625,1347.3199462890625,5537.14990234375
2011-05-05,99.80000305175781,1480.9000244140625,1335.0999755859375,5459.85009765625
2011-05-06,97.18000030517578,1491.199951171875,1340.199951171875,5551.4501953125
2011-05-09,102.55000305175781,1502.9000244140625,1346.2900390625,5551.10009765625
2011-05-10,103.87999725341797,1516.5999755859375,1357.1600341796875,5541.25
2011-05-11,98.20999908447266,1501.0999755859375,1342.0799560546875,5565.0498046875
2011-05-12,98.97000122070312,1506.5999755859375,1348.6500244140625,5486.14990234375
2011-05-13,99.6500015258789,1493.4000244140625,1337.77001953125,5544.75
2011-05-16,97.37000274658203,1490.4000244140625,1329.469970703125,5499.0
2011-05-17,96.91000366210938,1479.800048828125,1328.97998046875,5438.9501953125
2011-05-18,100.0999984741211,1495.5999755859375,1340.6800537109375,5420.60009765625
2011-05-19,98.44000244140625,1492.199951171875,1343.5999755859375,5428.10009765625
2011-05-20,99.48999786376953,1508.800048828125,1333.27001953125,5486.35009765625
2011-05-23,97.69999694824219,1515.300048828125,1317.3699951171875,5386.5498046875
2011-05-24,99.58999633789062,1523.199951171875,1316.280029296875,5394.85009765625
2011-05-25,101.31999969482422,1526.5999755859375,1320.469970703125,5348.9501953125
2011-05-26,100.2300033569336,1522.800048828125,1325.68994140625,5412.35009765625
2011-05-27,100.58999633789062,1536.300048828125,1331.0999755859375,5476.10009765625
2011-05-30,,,,5473.10009765625
2011-05-31,102.69999694824219,1535.9000244140625,1345.199951171875,
2011-06-01,100.29000091552734,1542.4000244140625,1314.550048828125,5592.0
2011-06-02,100.4000015258789,1532.0,1312.93994140625,5550.35009765625
2011-06-03,100.22000122070312,1541.699951171875,1300.1600341796875,5516.75
2011-06-06,99.01000213623047,1546.5,1286.1700439453125,5532.0498046875
2011-06-07,99.08999633789062,1543.300048828125,1284.93994140625,5556.14990234375
2011-06-08,100.73999786376953,1538.0999755859375,1279.56005859375,5526.85009765625
2011-06-09,101.93000030517578,1542.0999755859375,1289.0,5521.0498046875
2011-06-10,99.29000091552734,1528.5999755859375,1270.97998046875,5485.7998046875
